emprunt_id,membre_id,livre_id,titre_livre,categorie,date_emprunt,date_retour,duree_prevue_jours,statut,ville_membre,note_lecteur
31490,687,1194,Clean Code - Tome 3,Informatique,2023-04-23,2023-05-20,30,rendu,Marrakech,
31491,369,864,Le Contrat Social - Tome 2,Essai,2023-08-17,2023-08-18,21,rendu,Casablanca,
31492,733,1084,Ainsi Parlait Zarathoustra - Tome 5,Essai,2023-12-05,2023-12-06,7,rendu,Meknes,3.8
31493,188,1110,Blake et Mortimer,BD,2026-06-15,,30,perdu,Marrakech,
31494,478,806,Fahrenheit 451,Science-Fiction,2024-03-21,2024-04-08,30,rendu,Marrakech,
31495,328,37,Madame Bovary,Roman,2023-07-08,2023-07-29,21,rendu,Fes,
31496,313,583,Les Miserables,Roman,2024-04-03,2024-04-20,30,rendu,Oujda,
31497,166,467,Le Cimetiere Marin,Poesie,2024-02-25,2024-02-27,14,rendu,Tanger,
31498,191,171,Clean Code,Informatique,2024-03-17,2024-03-18,30,rendu,Oujda,
31499,700,1137,L'Art de la Guerre,Essai,2026-03-07,2026-03-16,21,rendu,Fes,4.8
31500,674,863,Les Enquetes d'Hercule Poirot,Policier,2026-06-15,2026-06-22,30,rendu,Meknes,
31501,645,626,Fondation,Science-Fiction,2026-01-28,2026-02-01,7,rendu,Rabat,3.0
31502,669,257,Millenium,Policier,2023-02-25,2023-03-11,30,rendu,Agadir,
31503,412,513,1984,Science-Fiction,2023-01-28,,30,perdu,Marrakech,
31504,534,297,Ainsi Parlait Zarathoustra,Essai,2026-06-09,2026-06-20,21,rendu,Oujda,
31505,771,376,Ainsi Parlait Zarathoustra,Essai,2025-05-28,2025-06-21,14,rendu_en_retard,Oujda,
31506,507,596,Blake et Mortimer,BD,2025-02-28,2025-03-19,30,rendu,Oujda,3.3
31507,466,699,L'Art de la Guerre,Essai,2023-07-26,2023-08-11,30,rendu,Marrakech,1.4
31508,325,483,1984 - Tome 2,Science-Fiction,2024-03-08,2024-03-17,21,rendu,Casablanca,
31509,792,1098,Le Capital - Tome 5,Essai,2023-06-05,2023-06-13,7,rendu_en_retard,Fes,3.7
31510,246,126,Einstein,Biographie,2025-10-07,2025-10-17,14,rendu,Meknes,1.9
31511,219,879,Ainsi Parlait Zarathoustra - Tome 2,Essai,2024-08-04,2024-08-06,21,rendu,Rabat,2.7
31512,369,368,Ainsi Parlait Zarathoustra,Essai,2023-03-28,2023-03-31,7,rendu,Casablanca,
31513,636,657,Histoire de l'Islam,Histoire,2024-11-02,2024-11-14,7,rendu_en_retard,Meknes,2.1
31514,598,839,Le Pragmatic Programmer,Informatique,2023-09-24,2023-09-25,14,rendu,Casablanca,1.9
31515,265,1049,Leonard de Vinci - Tome 3,Biographie,2026-08-05,2026-08-16,14,rendu,Marrakech,1.7
31516,639,399,L'Empire Ottoman - Tome 1,Histoire,2025-01-15,2025-01-17,7,rendu,Fes,3.3
31517,177,278,La Deuxieme Guerre Mondiale,Histoire,2024-05-17,2024-05-20,7,rendu,Casablanca,2.8
31518,213,660,Le Monde de Narnia,Jeunesse,2024-10-10,2024-10-28,21,rendu,Fes,4.6
31519,407,204,Nelson Mandela - Tome 1,Biographie,2026-05-06,2026-05-08,7,rendu,Tanger,2.2
31520,737,782,L'Art de la Guerre - Tome 3,Essai,2024-02-05,2024-02-19,14,rendu,Marrakech,4.5
31521,623,137,Nelson Mandela,Biographie,2023-08-16,2023-08-18,30,rendu,Agadir,
31522,247,1177,Steve Jobs,Biographie,2025-10-16,2025-10-19,7,rendu,Agadir,
31523,43,390,Le Monde de Narnia,Jeunesse,2025-01-27,2025-03-07,30,rendu_en_retard,Casablanca,2.4
31524,511,248,Le Capital,Essai,2024-04-20,2024-04-26,7,rendu,Casablanca,3.3
31525,309,587,Clean Code - Tome 4,Informatique,2023-02-13,2023-02-22,30,rendu,Marrakech,
31526,425,1095,Le Cimetiere Marin,Poesie,2024-07-29,2024-08-01,21,rendu,Agadir,
31527,226,412,Discours de la Methode - Tome 3,Essai,2025-12-28,2026-01-04,7,rendu,Fes,
31528,173,199,La Planete des Singes - Tome 2,Science-Fiction,2025-03-09,2025-03-10,30,rendu,Agadir,
31529,215,810,Fahrenheit 451 - Tome 2,Science-Fiction,2025-05-07,2025-05-15,14,rendu,Oujda,
31530,82,189,Fahrenheit 451,Science-Fiction,2024-12-28,2024-12-30,7,rendu,Fes,
31531,739,305,Une Histoire du Maroc - Tome 5,Histoire,2024-10-05,2024-10-12,7,rendu,Oujda,
31532,516,941,Harry Potter,Jeunesse,2023-06-14,2023-06-28,14,rendu,Meknes,
31533,671,869,Histoire de l'Islam,Histoire,2026-01-07,2026-01-08,14,rendu,Meknes,4.5
31534,270,1171,Illuminations,Poesie,2023-05-31,2023-06-15,21,rendu,Marrakech,1.1
31535,492,705,Ibn Battuta,Biographie,2023-04-20,2023-04-27,21,rendu,Meknes,
31536,546,910,Les Miserables,Roman,2025-02-21,2025-02-25,7,rendu,Meknes,
31537,454,780,Fondation,Science-Fiction,2024-11-19,2024-12-09,21,rendu,Oujda,3.5
31538,693,9,Charlie et la Chocolaterie,Jeunesse,2025-01-03,2025-01-10,21,rendu,Tanger,
31539,711,324,Le Pragmatic Programmer,Informatique,2023-02-20,2023-02-26,7,rendu,Marrakech,
31540,800,178,Harry Potter,Jeunesse,2024-03-24,2024-03-27,14,rendu,Casablanca,
31541,52,825,Ibn Battuta,Biographie,2025-03-10,2025-03-14,21,rendu,Fes,2.3
31542,385,818,Illuminations,Poesie,2025-06-21,2025-06-22,14,rendu,Rabat,
31543,464,740,Madame Bovary - Tome 5,Roman,2023-07-12,,14,perdu,Agadir,
31544,513,791,Introduction a Python - Tome 5,Informatique,2023-05-23,2023-06-05,21,rendu,Fes,
31545,250,175,Ainsi Parlait Zarathoustra - Tome 3,Essai,2026-02-04,2026-02-10,14,rendu,Fes,
31546,709,994,Le Cimetiere Marin - Tome 4,Poesie,2025-11-16,2025-11-26,14,rendu,Meknes,5.0
31547,251,912,Les Fleurs du Mal,Poesie,2023-02-04,2023-03-06,30,rendu,Fes,1.3
31548,703,701,Le Capital - Tome 4,Essai,2025-02-24,2025-03-11,14,rendu_en_retard,Tanger,
31549,325,50,Le Capital,Essai,2023-10-10,2023-10-24,30,rendu,Meknes,
31550,120,81,SQL pour les Nuls,Informatique,2023-09-03,2023-09-11,21,rendu,Rabat,3.3
31551,309,874,Les Fleurs du Mal - Tome 4,Poesie,2024-04-26,2024-04-27,14,rendu,Agadir,
31552,555,506,Alcools - Tome 3,Poesie,2026-05-20,2026-05-27,30,rendu,Casablanca,4.1
31553,512,799,Les Fleurs du Mal,Poesie,2023-10-03,2023-10-11,7,rendu_en_retard,Agadir,1.3
31554,779,129,Les Schtroumpfs,BD,2026-04-27,2026-05-19,30,rendu,Marrakech,
31555,519,303,Les Schtroumpfs,BD,2025-02-03,2025-02-15,14,rendu,Rabat,
31556,53,1147,1984,Science-Fiction,2024-10-13,2024-10-15,14,rendu,Oujda,1.4
31557,606,262,Les Schtroumpfs,BD,2024-08-10,2024-09-15,21,rendu_en_retard,Fes,
31558,161,103,1984,Science-Fiction,2024-10-27,2024-11-03,30,rendu,Rabat,
31559,626,4,Les Miserables - Tome 5,Roman,2023-01-28,2023-02-12,21,rendu,Fes,2.4
31560,99,822,L'Etranger,Roman,2025-12-12,,14,perdu,Rabat,
31561,435,653,Le Petit Prince,Roman,2025-07-02,2025-07-15,21,rendu,Oujda,1.5
31562,260,1018,Sherlock Holmes - Tome 5,Policier,2026-04-06,2026-04-10,7,rendu,Agadir,
31563,466,595,L'Empire Ottoman,Histoire,2026-02-18,2026-03-14,30,rendu,Meknes,4.0
31564,764,131,Ibn Battuta - Tome 4,Biographie,2023-03-23,2023-04-18,30,rendu,Fes,
31565,244,170,Data Engineering 101,Informatique,2025-08-29,,21,perdu,Casablanca,
31566,165,574,L'Empire Ottoman,Histoire,2024-01-21,2024-01-24,7,rendu,Tanger,
31567,66,306,Le Contrat Social,Essai,2025-08-11,2025-08-18,14,rendu,Meknes,
31568,533,1003,Le Petit Prince,Roman,2025-02-20,2025-03-16,30,rendu,Oujda,1.9
31569,660,1018,Sherlock Holmes - Tome 5,Policier,2024-07-09,2024-07-24,30,rendu,Marrakech,1.9
31570,291,844,L'Empire Ottoman,Histoire,2023-01-03,2023-01-17,21,rendu,Rabat,
31571,8,567,Sherlock Holmes,Policier,2025-07-16,2025-07-24,14,rendu,Marrakech,
31572,693,977,L'Art de la Guerre,Essai,2026-08-02,2026-08-07,30,rendu,Oujda,2.4
31573,132,247,Fahrenheit 451,Science-Fiction,2023-10-24,2023-11-08,21,rendu,Agadir,
31574,551,519,Discours de la Methode - Tome 1,Essai,2025-06-15,2025-06-22,7,rendu,Oujda,
31575,147,655,Fahrenheit 451,Science-Fiction,2023-04-17,2023-05-09,30,rendu,Tanger,
31576,542,180,Les Miserables,Roman,2023-12-31,2024-01-03,7,rendu,Meknes,3.4
31577,373,697,Histoire de l'Islam,Histoire,2024-04-22,2024-05-14,14,rendu_en_retard,Agadir,4.3
31578,278,607,Sapiens,Histoire,2026-09-08,,30,en_cours,Rabat,
31579,336,701,Le Capital - Tome 4,Essai,2023-08-07,2023-08-28,30,rendu,Casablanca,
31580,146,1112,Alcools,Poesie,2023-10-20,2023-10-24,7,rendu,Fes,1.9
31581,150,777,Fahrenheit 451 - Tome 5,Science-Fiction,2026-03-29,2026-04-17,21,rendu,Oujda,
31582,190,1156,Charlie et la Chocolaterie,Jeunesse,2023-11-25,2023-11-27,7,rendu,Agadir,4.3
31583,529,111,L'Art de la Guerre - Tome 4,Essai,2023-03-30,2023-04-05,21,rendu,Fes,1.9
31584,80,714,Harry Potter,Jeunesse,2024-01-02,2024-01-11,21,rendu,Oujda,
31585,651,1076,Le Capital,Essai,2026-07-14,2026-08-01,21,rendu,Agadir,
31586,433,166,Data Engineering 101,Informatique,2025-03-01,2025-03-27,30,rendu,Casablanca,3.5
31587,249,214,Fahrenheit 451,Science-Fiction,2025-10-15,2025-10-30,30,rendu,Meknes,
31588,799,485,Leonard de Vinci,Biographie,2023-06-14,2023-07-10,30,rendu,Agadir,4.0
31589,275,1030,Harry Potter,Jeunesse,2023-04-11,2023-05-01,21,rendu,Casablanca,
31590,55,1156,Charlie et la Chocolaterie,Jeunesse,2023-04-09,2023-04-14,30,rendu,Meknes,1.2
31591,455,635,Le Contrat Social,Essai,2026-01-04,2026-01-05,7,rendu,Casablanca,
31592,194,418,Fahrenheit 451,Science-Fiction,2026-08-11,2026-08-18,7,rendu,Fes,
31593,359,370,Le Pragmatic Programmer - Tome 3,Informatique,2024-08-08,2024-08-19,14,rendu,Oujda,
31594,616,458,Einstein,Biographie,2024-08-13,2024-08-31,21,rendu,Fes,
31595,345,711,SQL pour les Nuls,Informatique,2025-04-12,2025-04-19,21,rendu,Oujda,4.9
31596,357,573,Le Pragmatic Programmer,Informatique,2024-06-14,2024-06-26,30,rendu,Agadir,2.8
31597,508,884,1984,Science-Fiction,2024-05-21,2024-06-12,7,rendu_en_retard,Marrakech,2.3
31598,119,261,Madame Bovary,Roman,2023-02-16,2023-02-21,14,rendu,Rabat,3.0
31599,248,445,Introduction a Python - Tome 1,Informatique,2023-10-10,2023-11-07,30,rendu,Tanger,
31600,3,201,Millenium - Tome 2,Policier,2023-05-06,2023-05-13,14,rendu,Fes,2.3
31601,337,732,L'Etranger,Roman,2023-08-23,2023-10-12,30,rendu_en_retard,Oujda,
31602,118,114,Matilda,Jeunesse,2023-01-30,2023-02-06,7,rendu,Casablanca,4.2
31603,670,38,Einstein,Biographie,2025-06-29,2025-07-19,30,rendu,Agadir,4.3
31604,745,152,Odes,Poesie,2023-11-09,2023-11-15,30,rendu,Fes,4.6
31605,724,413,Data Engineering 101,Informatique,2024-07-07,2024-08-02,30,rendu,Oujda,4.0
31606,338,476,Maigret,Policier,2024-11-29,2024-12-05,7,rendu,Agadir,4.8
31607,21,416,Le Nom de la Rose - Tome 2,Policier,2024-09-23,,7,perdu,Meknes,
31608,501,149,Ibn Battuta,Biographie,2024-07-06,2024-07-16,30,rendu,Casablanca,
31609,117,551,Steve Jobs,Biographie,2026-05-07,2026-05-17,14,rendu,Oujda,
31610,702,1034,Alcools - Tome 2,Poesie,2025-11-22,2025-11-27,14,rendu,Oujda,
31611,231,87,La Peste,Roman,2025-10-09,,7,perdu,Oujda,
31612,350,562,Matilda,Jeunesse,2025-07-16,2025-07-28,21,rendu,Oujda,3.7
31613,143,208,La Planete des Singes - Tome 2,Science-Fiction,2025-09-30,2025-10-12,21,rendu,Rabat,
31614,656,1179,Charlie et la Chocolaterie,Jeunesse,2024-02-08,2024-02-25,21,rendu,Oujda,2.9
31615,496,532,Alcools - Tome 1,Poesie,2025-07-04,2025-07-06,14,rendu,Meknes,3.2
31616,251,336,La Peste,Roman,2026-03-26,2026-04-03,14,rendu,Fes,
31617,165,906,Einstein,Biographie,2024-11-05,2024-11-10,7,rendu,Casablanca,
31618,570,658,SQL pour les Nuls,Informatique,2023-11-09,2023-11-15,7,rendu,Meknes,
31619,407,8,Le Contrat Social,Essai,2024-01-22,2024-03-12,30,rendu_en_retard,Marrakech,
31620,443,148,Odes - Tome 5,Poesie,2026-08-10,2026-08-12,7,rendu,Fes,
31621,711,726,Data Engineering 101,Informatique,2026-05-11,2026-05-16,7,rendu,Rabat,
31622,301,160,Alcools,Poesie,2026-09-11,,21,en_cours,Agadir,
31623,157,291,La Planete des Singes,Science-Fiction,2024-08-15,2024-08-19,14,rendu,Meknes,
31624,318,1113,Le Pragmatic Programmer,Informatique,2023-06-29,2023-07-16,30,rendu,Agadir,
31625,152,188,1984,Science-Fiction,2023-04-21,2023-04-22,21,rendu,Agadir,1.4
31626,481,186,Introduction a Python - Tome 5,Informatique,2025-04-15,2025-04-27,21,rendu,Meknes,
31627,739,591,Steve Jobs - Tome 2,Biographie,2023-01-17,2023-02-12,30,rendu,Tanger,4.3
31628,766,309,Les Fleurs du Mal - Tome 4,Poesie,2026-05-09,2026-05-14,7,rendu,Rabat,
31629,181,391,SQL pour les Nuls,Informatique,2023-12-20,2023-12-23,7,rendu,Tanger,
31630,537,841,Sapiens,Histoire,2026-06-12,2026-07-02,30,rendu,Tanger,3.6
31631,322,20,Nelson Mandela,Biographie,2026-07-16,2026-07-17,21,rendu,Tanger,
31632,321,1161,Le Contrat Social,Essai,2024-03-18,2024-03-23,7,rendu,Rabat,
31633,670,192,Millenium - Tome 1,Policier,2026-01-09,2026-01-16,30,rendu,Tanger,2.9
31634,578,289,Alcools,Poesie,2023-04-12,2023-04-28,21,rendu,Marrakech,
31635,115,328,Histoire de l'Islam - Tome 3,Histoire,2024-02-19,2024-02-25,14,rendu,Rabat,4.5
31636,247,359,Madame Bovary - Tome 2,Roman,2023-12-21,,14,perdu,Oujda,
31637,253,326,Le Contrat Social - Tome 5,Essai,2025-04-28,2025-05-07,14,rendu,Marrakech,
31638,423,373,Einstein - Tome 5,Biographie,2023-05-19,2023-05-30,14,rendu,Casablanca,
31639,143,298,Steve Jobs - Tome 2,Biographie,2025-08-06,2025-08-15,21,rendu,Tanger,4.1
31640,569,895,Dune - Tome 1,Science-Fiction,2026-03-09,2026-03-14,30,rendu,Casablanca,1.9
31641,6,831,Tintin,BD,2023-06-14,2023-06-16,7,rendu,Casablanca,
31642,249,338,La Planete des Singes,Science-Fiction,2023-12-30,2024-01-04,21,rendu,Agadir,
31643,244,459,La Peste,Roman,2024-04-03,2024-05-12,30,rendu_en_retard,Casablanca,
31644,648,202,Le Cimetiere Marin - Tome 3,Poesie,2024-02-04,2024-02-16,30,rendu,Fes,4.2
31645,196,498,Le Nom de la Rose - Tome 5,Policier,2024-07-02,2024-07-24,30,rendu,Tanger,
31646,506,1115,Les Schtroumpfs,BD,2025-10-08,2025-10-20,30,rendu,Rabat,4.2
31647,258,1116,Sherlock Holmes,Policier,2026-06-03,2026-06-22,21,rendu,Tanger,1.8
31648,289,1052,Le Petit Prince,Roman,2024-02-11,2024-02-13,7,rendu,Marrakech,
31649,346,879,Ainsi Parlait Zarathoustra - Tome 2,Essai,2024-12-15,2024-12-19,14,rendu,Tanger,
31650,746,112,Harry Potter - Tome 4,Jeunesse,2025-04-02,2025-04-04,30,rendu,Oujda,4.4
31651,305,303,Les Schtroumpfs,BD,2026-02-19,2026-02-23,21,rendu,Casablanca,4.6
31652,674,651,Clean Code,Informatique,2024-11-09,2024-12-04,30,rendu,Agadir,
31653,192,441,Le Petit Prince - Tome 4,Roman,2023-10-10,2023-10-24,14,rendu,Tanger,3.6
31654,139,699,L'Art de la Guerre,Essai,2025-06-20,2025-07-02,14,rendu,Rabat,
31655,619,855,SQL pour les Nuls - Tome 3,Informatique,2025-06-14,2025-06-15,7,rendu,Meknes,4.8
31656,130,380,Dune - Tome 1,Science-Fiction,2023-04-05,2023-04-21,30,rendu,Marrakech,4.2
31657,358,180,Les Miserables,Roman,2023-06-18,2023-07-10,14,rendu_en_retard,Agadir,
31658,656,38,Einstein,Biographie,2023-10-25,2023-10-29,7,rendu,Tanger,2.5
31659,436,1069,Einstein,Biographie,2025-10-28,2025-11-23,21,rendu_en_retard,Rabat,4.6
31660,488,35,Leonard de Vinci,Biographie,2023-04-01,2023-04-22,30,rendu,Fes,
31661,632,750,Histoire de l'Islam - Tome 3,Histoire,2026-03-09,2026-03-12,21,rendu,Rabat,3.8
31662,602,363,Illuminations,Poesie,2024-08-12,2024-08-18,14,rendu,Casablanca,3.9
31663,342,380,Dune - Tome 1,Science-Fiction,2024-08-31,2024-09-01,7,rendu,Casablanca,
31664,714,886,Le Journal d'un Gars,Jeunesse,2025-11-26,2025-12-06,7,rendu_en_retard,Oujda,
31665,402,795,Maigret,Policier,2023-08-18,2023-09-08,30,rendu,Tanger,1.9
31666,124,830,Les Miserables,Roman,2024-07-18,2024-07-21,21,rendu,Agadir,3.3
31667,158,240,Charlie et la Chocolaterie - Tome 4,Jeunesse,2026-03-09,2026-03-14,30,rendu,Rabat,
31668,44,759,Fondation - Tome 2,Science-Fiction,2024-12-12,2024-12-16,7,rendu,Oujda,3.8
31669,486,409,Sapiens,Histoire,2026-01-16,2026-01-22,7,rendu,Tanger,4.4
31670,290,598,Tintin,BD,2023-05-05,2023-05-08,7,rendu,Casablanca,
31671,14,13,Fondation,Science-Fiction,2026-06-06,2026-06-11,7,rendu,Agadir,2.2
31672,492,585,Le Capital,Essai,2024-02-02,2024-02-06,7,rendu,Casablanca,
31673,326,135,Data Engineering 101,Informatique,2023-08-23,2023-09-06,14,rendu,Meknes,
31674,176,64,1984 - Tome 5,Science-Fiction,2023-07-11,2023-07-16,7,rendu,Agadir,4.9
31675,511,1071,Histoire de l'Islam - Tome 2,Histoire,2025-11-17,2025-11-23,14,rendu,Fes,1.1
31676,229,1043,L'Empire Ottoman,Histoire,2023-03-18,2023-05-05,30,rendu_en_retard,Oujda,3.8
31677,730,953,Le Monde de Narnia,Jeunesse,2026-08-31,,14,en_cours,Rabat,
31678,156,649,Les Schtroumpfs,BD,2024-09-22,2024-10-22,30,rendu,Fes,1.3
31679,610,1051,Nelson Mandela,Biographie,2024-12-19,2024-12-30,14,rendu,Fes,
31680,349,218,Clean Code - Tome 2,Informatique,2023-07-29,2023-09-01,21,rendu_en_retard,Casablanca,
31681,109,1088,Madame Bovary,Roman,2025-02-21,2025-02-27,21,rendu,Oujda,2.0
31682,93,23,Charlie et la Chocolaterie,Jeunesse,2023-11-20,2023-12-18,30,rendu,Oujda,2.3
31683,117,426,Illuminations,Poesie,2026-03-15,2026-03-28,21,rendu,Agadir,
31684,41,918,L'Etranger,Roman,2023-06-20,2023-07-02,30,rendu,Rabat,2.8
31685,8,470,Une Histoire du Maroc,Histoire,2025-10-20,2025-10-27,7,rendu,Tanger,
31686,690,939,La Deuxieme Guerre Mondiale,Histoire,2025-04-06,2025-04-27,30,rendu,Agadir,
31687,186,1050,Matilda - Tome 5,Jeunesse,2023-04-03,2023-04-18,21,rendu,Marrakech,
31688,388,390,Le Monde de Narnia,Jeunesse,2023-07-21,2023-07-31,14,rendu,Marrakech,2.4
31689,583,9,Charlie et la Chocolaterie,Jeunesse,2026-01-13,2026-01-26,14,rendu,Agadir,4.7
31690,483,866,Les Enquetes d'Hercule Poirot,Policier,2024-09-23,2024-09-26,14,rendu,Agadir,
31691,433,1075,Clean Code - Tome 1,Informatique,2024-12-27,2025-01-09,14,rendu,Oujda,2.8
31692,669,928,Fondation,Science-Fiction,2025-12-16,2025-12-18,14,rendu,Meknes,
31693,348,111,L'Art de la Guerre - Tome 4,Essai,2024-07-22,2024-08-03,30,rendu,Meknes,3.4
31694,69,291,La Planete des Singes,Science-Fiction,2023-08-29,2023-09-03,21,rendu,Fes,2.2
31695,760,1099,Les Miserables - Tome 1,Roman,2026-05-20,2026-05-21,7,rendu,Fes,3.9
31696,163,895,Dune - Tome 1,Science-Fiction,2025-11-24,2025-11-29,14,rendu,Meknes,2.8
31697,54,748,La Planete des Singes,Science-Fiction,2024-06-19,2024-07-18,30,rendu,Meknes,
31698,309,496,L'Art de la Guerre,Essai,2024-03-26,2024-04-01,7,rendu,Oujda,2.2
31699,107,74,Le Cimetiere Marin - Tome 2,Poesie,2024-11-13,2024-12-04,21,rendu,Meknes,
31700,742,1129,Le Capital,Essai,2025-11-01,2025-11-05,7,rendu,Meknes,
31701,140,793,L'Art de la Guerre,Essai,2023-09-14,2023-09-22,30,rendu,Meknes,1.4
31702,280,739,Le Petit Prince,Roman,2023-01-05,2023-01-24,21,rendu,Fes,
31703,265,455,Asterix - Tome 3,BD,2025-12-16,2025-12-22,14,rendu,Oujda,
31704,284,1101,Matilda - Tome 5,Jeunesse,2024-02-12,2024-03-05,21,rendu_en_retard,Casablanca,2.9
31705,179,877,Clean Code - Tome 4,Informatique,2025-01-08,2025-01-13,14,rendu,Fes,
31706,706,1015,Matilda - Tome 1,Jeunesse,2024-01-16,2024-01-26,30,rendu,Fes,4.4
31707,13,368,Ainsi Parlait Zarathoustra,Essai,2023-01-04,,30,perdu,Agadir,
31708,626,696,La Peste,Roman,2025-05-22,2025-05-24,7,rendu,Fes,3.5
31709,155,1035,Dune,Science-Fiction,2026-08-11,2026-08-18,7,rendu,Meknes,2.1
31710,591,358,Nelson Mandela - Tome 1,Biographie,2025-05-20,2025-05-23,30,rendu,Oujda,
31711,648,707,Les Fleurs du Mal,Poesie,2023-06-11,2023-06-19,14,rendu,Tanger,4.8
31712,99,413,Data Engineering 101,Informatique,2024-03-25,2024-03-31,7,rendu,Casablanca,
31713,403,1027,Une Histoire du Maroc - Tome 5,Histoire,2026-02-06,2026-02-14,21,rendu,Casablanca,
31714,337,503,Alcools - Tome 1,Poesie,2026-03-27,2026-04-12,21,rendu,Tanger,
31715,264,783,Tintin,BD,2025-11-02,2025-11-05,21,rendu,Tanger,
31716,120,898,L'Empire Ottoman - Tome 1,Histoire,2024-07-01,2024-07-27,21,rendu_en_retard,Meknes,
31717,17,321,Asterix,BD,2026-06-16,2026-07-14,21,rendu_en_retard,Rabat,
31718,636,946,Le Nom de la Rose - Tome 5,Policier,2024-07-28,2024-08-09,14,rendu,Rabat,
31719,199,877,Clean Code - Tome 4,Informatique,2023-04-25,2023-05-01,7,rendu,Marrakech,1.4
31720,129,563,Tintin,BD,2024-12-26,2025-01-01,14,rendu,Agadir,3.1
31721,155,762,Fahrenheit 451,Science-Fiction,2025-11-18,2025-11-21,7,rendu,Meknes,4.6
31722,131,448,L'Empire Ottoman,Histoire,2023-11-29,2023-12-02,14,rendu,Agadir,
31723,666,839,Le Pragmatic Programmer,Informatique,2023-01-30,2023-02-13,30,rendu,Fes,3.2
31724,485,1116,Sherlock Holmes,Policier,2025-07-05,2025-07-09,7,rendu,Agadir,3.8
31725,336,941,Harry Potter,Jeunesse,2023-02-02,2023-02-16,21,rendu,Meknes,
31726,274,471,Illuminations,Poesie,2025-02-17,2025-02-21,14,rendu,Oujda,
31727,379,1076,Le Capital,Essai,2024-06-10,2024-06-25,21,rendu,Rabat,
31728,494,579,Les Schtroumpfs,BD,2023-09-27,2023-09-30,14,rendu,Casablanca,1.7
31729,456,470,Une Histoire du Maroc,Histoire,2025-09-07,2025-09-09,7,rendu,Casablanca,
31730,342,840,Millenium - Tome 1,Policier,2024-03-05,2024-03-17,21,rendu,Meknes,2.2
31731,65,444,L'Art de la Guerre,Essai,2025-10-12,2025-10-22,21,rendu,Casablanca,
31732,640,108,Maigret,Policier,2025-06-21,2025-07-14,30,rendu,Fes,
31733,49,201,Millenium - Tome 2,Policier,2023-08-04,2023-08-24,21,rendu,Casablanca,
31734,343,529,Einstein,Biographie,2024-02-19,2024-03-02,30,rendu,Meknes,2.1
31735,599,981,1984,Science-Fiction,2024-08-26,2024-08-31,7,rendu,Marrakech,
31736,175,173,Le Cimetiere Marin - Tome 4,Poesie,2025-10-03,2025-10-06,21,rendu,Casablanca,
31737,553,585,Le Capital,Essai,2026-01-21,2026-01-25,14,rendu,Oujda,1.5
31738,667,296,Les Enquetes d'Hercule Poirot,Policier,2024-10-21,2024-10-24,30,rendu,Marrakech,3.1
31739,282,839,Le Pragmatic Programmer,Informatique,2023-04-10,2023-04-14,21,rendu,Fes,
31740,231,991,Asterix - Tome 1,BD,2024-08-27,2024-09-01,7,rendu,Tanger,
31741,73,783,Tintin,BD,2025-05-23,2025-06-03,30,rendu,Meknes,
31742,562,897,Sapiens,Histoire,2023-11-16,2023-11-17,21,rendu,Meknes,
31743,793,879,Ainsi Parlait Zarathoustra - Tome 2,Essai,2024-05-20,2024-05-30,30,rendu,Oujda,
31744,743,676,Histoire de l'Islam,Histoire,2023-06-26,2023-06-27,14,rendu,Marrakech,
31745,683,1187,Les Schtroumpfs,BD,2025-11-16,2025-12-11,21,rendu_en_retard,Meknes,
31746,470,607,Sapiens,Histoire,2025-05-04,2025-05-05,7,rendu,Oujda,2.9
31747,240,672,Harry Potter,Jeunesse,2025-05-13,2025-05-29,30,rendu,Marrakech,
31748,451,633,Le Nom de la Rose - Tome 1,Policier,2023-01-14,2023-01-27,30,rendu,Marrakech,1.6
31749,610,1008,Matilda,Jeunesse,2025-11-11,2025-11-18,14,rendu,Casablanca,
31750,130,117,Le Nom de la Rose - Tome 3,Policier,2025-10-19,2025-10-24,30,rendu,Oujda,
31751,60,319,Charlie et la Chocolaterie,Jeunesse,2025-08-23,2025-08-30,7,rendu,Agadir,
31752,782,730,L'Empire Ottoman - Tome 4,Histoire,2024-03-16,2024-03-23,7,rendu,Rabat,
31753,782,436,Illuminations,Poesie,2026-04-01,2026-04-16,30,rendu,Tanger,3.5
31754,65,650,Lucky Luke,BD,2024-07-31,2024-08-03,7,rendu,Rabat,
31755,508,82,Fondation,Science-Fiction,2025-12-07,2025-12-21,14,rendu,Meknes,
31756,667,640,Alcools,Poesie,2025-04-29,2025-05-12,30,rendu,Tanger,
31757,591,669,Discours de la Methode,Essai,2024-01-15,2024-01-31,30,rendu,Agadir,
31758,778,928,Fondation,Science-Fiction,2024-01-21,2024-01-26,7,rendu,Marrakech,
31759,769,1175,Einstein - Tome 2,Biographie,2025-06-26,2025-07-12,21,rendu,Meknes,
31760,412,434,Data Engineering 101,Informatique,2024-09-19,2024-10-13,21,rendu_en_retard,Oujda,
31761,407,319,Charlie et la Chocolaterie,Jeunesse,2023-01-18,2023-02-06,7,rendu_en_retard,Rabat,1.2
31762,359,1081,Clean Code,Informatique,2023-12-17,2023-12-19,7,rendu,Casablanca,
31763,21,1052,Le Petit Prince,Roman,2023-01-14,2023-01-25,21,rendu,Tanger,
31764,66,246,Data Engineering 101,Informatique,2025-10-03,2025-10-06,14,rendu,Tanger,3.6
31765,440,1199,Fondation,Science-Fiction,2025-05-12,2025-05-25,21,rendu,Marrakech,1.9
